Title,Tags,Link,With Code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
Running out of Memory - bitmap size exceeds VM budget,"java,android,memory,imagebutton",https://stackoverflow.com/questions/9745608/running-out-of-memory-bitmap-size-exceeds-vm-budget,True,out of memory,Memory Consumption,Activity,"Make sure you are not storing the activities or context in any other part of your program. This really messes with your memory management and causes lots of leaks.

Value storing",,"Store Context objects in static or global variables.

",Pass the Context object in the method and make sure that its lifecycle is limited to the execution cycle of the method. the Context object c exists only during the execution of the method and does not lead to memory leaks.,1,1,1
Android Response Timeout,"android,https,httpwebrequest,httprequest",https://stackoverflow.com/questions/9715800/android-response-timeout,True,response time,No,No,,,,,0,0,0
getXml() is running out of memory when reading large XML on low-end devices,"android,xml",https://stackoverflow.com/questions/9675956/getxml-is-running-out-of-memory-when-reading-large-xml-on-low-end-devices,True,out of memory,No,No,,,,,0,0,0
Got ANR after device went to sleep (Android),"android,android-anr-dialog",https://stackoverflow.com/questions/9670730/got-anr-after-device-went-to-sleep-android,True, ANR ,No,No,,,,,0,0,0
Getting out of memory error while reading responce from web service,"android,web-services,out-of-memory",https://stackoverflow.com/questions/9644629/getting-out-of-memory-error-while-reading-responce-from-web-service,True,out of memory,Memory Consumption,Loop,,check,,,1,0,1
"Out of memory error when inserting more records(nearly 1,00,000 records) into database",android,https://stackoverflow.com/questions/9629619/out-of-memory-error-when-inserting-more-recordsnearly-1-00-000-records-into-da,True,out of memory,No,No,,,,,0,0,0
dialog box memory leak or stubborn GC?,android,https://stackoverflow.com/questions/8271373/dialog-box-memory-leak-or-stubborn-gc,True,memory leak,Memory Consumption,Image,bitmap,,"OK, now that the analysis is out of the way... :-)

Bitmap resources take a hunk of heap space, because in memory they are held in their raw uncompressed format, compared to the PNG or JPEG you probably started with.

I notice that you are setting a background on a LinearLayout. That certainly works, but bitmap backgrounds are perhaps the biggest memory hogs, just due to their size. ","You might consider going with a flat color, a ShapeDrawable, or something that is less heap-intensive, if you are concerned about the space. This is particularly true for a dialog box, which is usually on the screen for mere moments.",1,1,1
Android Sensor CPU Usage,"android,accelerometer,cpu-usage,android-sensors",https://stackoverflow.com/questions/8228394/android-sensor-cpu-usage,True,cpu usage,No,No,,,,,0,0,0
Android App Internal Data Storage,"java,android,arrays,file-io,storage",https://stackoverflow.com/questions/8177914/android-app-internal-data-storage,True,data storage,No,No,,,,,0,0,0
Android: UI freezes although use of Handler and postdelay,"android,user-interface,handler",https://stackoverflow.com/questions/30580482/android-ui-freezes-although-use-of-handler-and-postdelay,True,UI freeze,Responsiveness,"Loop
Main Thread",根本问题在于用户的for循环在很短的时间内调度了多个 Runnable，在 500ms 之后这些任务几乎同时触发。用户错误地尝试通过一个循环提前调度所有任务，但这些任务并没有按预期逐个延迟执行，而是几乎同时执行，导致了UI线程的阻塞和冻结。,,"Scheduling a large number of tasks at the same time: A large number of Runnables are scheduled within a very short period of time, and all tasks are executed at the same time after 500ms, resulting in a large amount of system resources being occupied.
Frequent execution of time-consuming tasks: Frequent execution of time-consuming tasks takes up a lot of CPU resources, resulting in other tasks being unable to be executed in time, leading to unresponsive UI.",,1,1,1
Out of memory exception occurred at Bitmap Shadder android,"android,bitmap,bitmapshader",https://stackoverflow.com/questions/30543881/out-of-memory-exception-occurred-at-bitmap-shadder-android,True,out of memory,No,No,,,,,0,0,0
Getting an OOM issue on the setContentView call in a java gradle android project,"java,android,intellij-idea,out-of-memory,android-gradle-plugin",https://stackoverflow.com/questions/30487595/getting-an-oom-issue-on-the-setcontentview-call-in-a-java-gradle-android-project,True, oom ,Memory Consumption,Image,,,,"android:largeHeap=""true""
",1,1,1
Potential causes of memory leaks in Android,"java,android,memory-leaks,garbage-collection",https://stackoverflow.com/questions/30431718/potential-causes-of-memory-leaks-in-android,True,memory leak,No,No,,,,,0,0,0
Out of memory on a 10171204-byte allocation in android app,"android,download,out-of-memory",https://stackoverflow.com/questions/8118350/out-of-memory-on-a-10171204-byte-allocation-in-android-app,True,out of memory,No,No,,,,,0,0,0
Android data usage control / tracking?,android,https://stackoverflow.com/questions/8100610/android-data-usage-control-tracking,True,data usage,No,No,,,,,0,0,0
Out of memory on a byte allocation (Bitmap as String to webservice using soap),"android,bitmap,arrays,ksoap2",https://stackoverflow.com/questions/8079001/out-of-memory-on-a-byte-allocation-bitmap-as-string-to-webservice-using-soap,True,out of memory,Memory Consumption,Image,,,,"You are creating 3 copies of an 11MB image(bitmap, stream, strBase64). So reduce the memory usage by calling

bitmap.recycle();
below this line:

bitmap.compress(Bitmap.CompressFormat.PNG, 100, stream);
Also close the stream when you are done with it(below stream.toByteArray();):

stream.close();
stream = null;",1,1,1
Android memory leak with ListView inside a Gallery,"android,out-of-memory",https://stackoverflow.com/questions/8075512/android-memory-leak-with-listview-inside-a-gallery,True,memory leak,No,No,,,,,0,0,0
Listview memory leak,"java,android,listview,memory,memory-leaks",https://stackoverflow.com/questions/8057010/listview-memory-leak,True,memory leak,Memory Consumption,Dynamic UI Loading,,check,,,1,0,1
out of Memory Error while printing a string,"java,android",https://stackoverflow.com/questions/8018706/out-of-memory-error-while-printing-a-string,True,out of memory,No,No,,,,,0,0,0
Android : getParcelableArrayList error (out of Memory),android,https://stackoverflow.com/questions/8004674/android-getparcelablearraylist-error-out-of-memory,True,out of memory,Memory Consumption,Data Type,,new factor,"if you mismatch the read and write methods, an unexpected value will be read and it will mess the whole parcel.","If you really want an int, use (int) in.readDouble() instead of in.readInt().

",1,1,1
out of memory Error while writing ByteArrayOutputStream in Android,"android,out-of-memory,android-memory,bytearrayoutputstream",https://stackoverflow.com/questions/7996730/out-of-memory-error-while-writing-bytearrayoutputstream-in-android,True,out of memory,No,No,,,,,0,0,0
Android UI Freezes instead of displaying ProgressDialog,"android,multithreading,progressdialog",https://stackoverflow.com/questions/7939563/android-ui-freezes-instead-of-displaying-progressdialog,True,UI freeze,Responsiveness,Main Thread,Thread.join(),,"Thread.join() causes the UI thread to block: The Thread.join() method blocks the calling thread (in this case the UI thread) until the target thread completes. This means that the UI thread can't handle any other events, including displaying the ProgressDialog, until the target thread finishes.","Instead of Thread and Thread.join(), use AsyncTask to perform time-consuming operations in the doInBackground method and process the results in the onPostExecute method. This avoids blocking the UI thread and ensures that the UI is updated when the background task is executed.


",1,1,1
Problems with app size,"android,android-emulator",https://stackoverflow.com/questions/7874052/problems-with-app-size,True,app size,Storage Consumption,Configuration,,,,,1,1,1
Will I receive OOM errors if I run too many applications in the same process?,"java,android,performance,android-memory",https://stackoverflow.com/questions/25856048/will-i-receive-oom-errors-if-i-run-too-many-applications-in-the-same-process,True, oom ,No,No,,,,,0,0,0
Could this nested class cause a memory leak?,"java,android",https://stackoverflow.com/questions/25777692/could-this-nested-class-cause-a-memory-leak,True,memory leak,No,No,,,,,0,0,0
will the android old edition apk cache be used by the new edition apk,"android,sqlite",https://stackoverflow.com/questions/25781584/will-the-android-old-edition-apk-cache-be-used-by-the-new-edition-apk,True,APK cache,No,No,not sure,,,,0,0,0
Android: memory/resource leak,"java,android,eclipse,admob,ddms",https://stackoverflow.com/questions/25610400/android-memory-resource-leak,True,resource leak,No,No,,,,,0,0,0
imageview android out of memory,"android,out-of-memory,scrollview,bitmapimage",https://stackoverflow.com/questions/25547321/imageview-android-out-of-memory,True,out of memory,Memory Consumption,Image,,,,"-partition-size 1024
",1,1,1
How to open System Data Usage Activity in android?,"android,android-intent",https://stackoverflow.com/questions/20489414/how-to-open-system-data-usage-activity-in-android,True,data usage,No,No,,,,,0,0,0
Memory leaking thread,"java,android,multithreading,memory-leaks",https://stackoverflow.com/questions/20335939/memory-leaking-thread,True,memory leak,No,No,,,,,0,0,0
Out of memory exception after adding xlarge screen support,"android,performance",https://stackoverflow.com/questions/20337383/out-of-memory-exception-after-adding-xlarge-screen-support,True,out of memory,No,No,,,,,0,0,0
Android - event log activity launch time,android,https://stackoverflow.com/questions/20266037/android-event-log-activity-launch-time,True,launch time,No,No,,,,,0,0,0
What is the difference between ANR and crash in Android?,android,https://stackoverflow.com/questions/20213482/what-is-the-difference-between-anr-and-crash-in-android,True, ANR ,No,No,,,,,0,0,0
Android Maps V2 memory leak LocationClientHelper,"android,google-maps,memory-leaks,google-maps-android-api-2,supportmapfragment",https://stackoverflow.com/questions/31726621/android-maps-v2-memory-leak-locationclienthelper,True,memory leak,Memory Consumption,Resource,,check,,"It seems that LocationClientHelper$ListenerTransport is related to setMyLocationEnabled(). I had to unregister some callbacks to prevent memory leak.

",1,0,1
"Android application out of memory error, trying to use an 88kb image","android,performance,memory-management,android-studio,memory-leaks",https://stackoverflow.com/questions/31633758/android-application-out-of-memory-error-trying-to-use-an-88kb-image,True,out of memory,No,No,,,,,0,0,0
Why does this Observable.timer() cause a memory leak?,"java,android,memory-leaks,rx-java,leakcanary",https://stackoverflow.com/questions/31466215/why-does-this-observable-timer-cause-a-memory-leak,True,memory leak,Memory Consumption,Activity,,check,,don't hold reference to the activity at Subscribers with long-running Observables ever. Just create this Observable.timer inside of the Presenter and not fragment. Or make fragment to not hold reference to activity.,1,0,1
How does Android tracks data usage per application?,"android,network-programming,iptables,netfilter",https://stackoverflow.com/questions/31455533/how-does-android-tracks-data-usage-per-application,True,data usage,No,No,,,,,0,0,0
Will this cause any memory leaks?,"java,android",https://stackoverflow.com/questions/31440371/will-this-cause-any-memory-leaks,True,memory leak,No,No,,,,,0,0,0
Why is this a memory leak,"android,memory-leaks,leakcanary",https://stackoverflow.com/questions/30405487/why-is-this-a-memory-leak,True,memory leak,No,No,,,,,0,0,0
Android memory leak on textview - LeakCanary (Leak can be ignored),"android,memory-leaks,ddms,android-memory,leakcanary",https://stackoverflow.com/questions/30397356/android-memory-leak-on-textview-leakcanary-leak-can-be-ignored,True,memory leak,No,No,,,,,0,0,0
71mb added to app size for crosswalk,"android,cordova,ionic-framework,crosswalk-runtime",https://stackoverflow.com/questions/30391023/71mb-added-to-app-size-for-crosswalk,True,app size,No,No,,,,,0,0,0
Difficulty with SharedPreference data storage and losing values on exit,android,https://stackoverflow.com/questions/30330313/difficulty-with-sharedpreference-data-storage-and-losing-values-on-exit,True,data storage,No,No,,,,,0,0,0
Understanding Memory Leaks in an Android application,"java,android,memory-leaks",https://stackoverflow.com/questions/30245859/understanding-memory-leaks-in-an-android-application,True,memory leak,No,No,,,,,0,0,0
Out of memory Exception using Picasso,"android,imageview,android-viewpager,out-of-memory,picasso",https://stackoverflow.com/questions/30244144/out-of-memory-exception-using-picasso,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Possible to free Context from Singleton in Android to prevent memory leak,"android,performance,memory-leaks",https://stackoverflow.com/questions/30227462/possible-to-free-context-from-singleton-in-android-to-prevent-memory-leak,True,memory leak,Memory Consumption,Singleton,singleton,,,"Use WeakReference in the singleton

",1,1,1
How to get CPU usage of certain function in android app?,"android,performance,cpu-usage",https://stackoverflow.com/questions/30223938/how-to-get-cpu-usage-of-certain-function-in-android-app,True,cpu usage,No,No,,,,,0,0,0
Memory Leak on DeathMonitor using LeakCanary,"android,memory-leaks,leakcanary",https://stackoverflow.com/questions/30196553/memory-leak-on-deathmonitor-using-leakcanary,True,memory leak,No,No,,,,,0,0,0
What's wrong with this inSampleSize calculating method for Bitmaps? Out of memory,"java,android,bitmap",https://stackoverflow.com/questions/30192265/whats-wrong-with-this-insamplesize-calculating-method-for-bitmaps-out-of-memor,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
Android Out of memory error in Imageview,android,https://stackoverflow.com/questions/22728783/android-out-of-memory-error-in-imageview,True,out of memory,Memory Consumption,Image,,,,,1,1,1
static variable in activity leads to memory leak?,"java,android,memory,memory-leaks",https://stackoverflow.com/questions/22626403/static-variable-in-activity-leads-to-memory-leak,True,memory leak,Memory Consumption,Activity,reference,check,,"how GC will run if you have the reference of the object. You have to release the object first.

",1,0,1
"Memory leaks, singleInstance","android,android-layout",https://stackoverflow.com/questions/11190457/memory-leaks-singleinstance,True,memory leak,Memory Consumption,Image,,,,,1,1,1
"Issue with reading data from socket, UI freeze in Android application","java,android",https://stackoverflow.com/questions/11179029/issue-with-reading-data-from-socket-ui-freeze-in-android-application,True,UI freeze,Responsiveness,Main Thread,,,"1. You are reading the data on the UI thread, making it wait to finish reading.. here in this line...while ((intch = stream.read()) != -1)).

","1. Use a separate Non-UI thread, and to put the value back to the UI thread use Handler.

2. Use the Handler class. Handler creates a reference to the thread on which it was created. This will help you put the work done on the Non-UI thread back on the UI thread.

3. Or use AsyncTask provided in android to Synchronize the UI and Non-UI work,which does work in a separate thread and post it on UI.",1,1,1
Custom ListView with many images gets Out Of Memory Exception,"android,listview,out-of-memory,android-image",https://stackoverflow.com/questions/11147501/custom-listview-with-many-images-gets-out-of-memory-exception,True,out of memory,No,No,,,,,0,0,0
What can I do to avoid memory leaks in my Android app?,"android,memory-leaks",https://stackoverflow.com/questions/11116834/what-can-i-do-to-avoid-memory-leaks-in-my-android-app,True,memory leak,No,No,,,,,0,0,0
Android app crash out of memory on relaunch,"android,bitmap,out-of-memory",https://stackoverflow.com/questions/11082820/android-app-crash-out-of-memory-on-relaunch,True,out of memory,No,No,,,,,0,0,0
Android - Out of Memory Exception in ScrollView,"android,memory,camera,hardware,out-of-memory",https://stackoverflow.com/questions/11041358/android-out-of-memory-exception-in-scrollview,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Application not responding in child thread,"android,multithreading,download,android-anr-dialog",https://stackoverflow.com/questions/11032951/application-not-responding-in-child-thread,True,application not responding,Responsiveness,Main Thread,,,,"Use async task handler...so that the main thread will not be interrupted and the downloading would be carried out in the background...If you need a example..please let me know..
",1,1,1
Android : How to get internet connection upload speed and latency?,"android,file-upload,network-programming",https://stackoverflow.com/questions/11013971/android-how-to-get-internet-connection-upload-speed-and-latency,True,latency,No,No,,,,,0,0,0
Big buffer causes Android to get out of memory,"java,android,optimization,memory-leaks,bitmap",https://stackoverflow.com/questions/11010915/big-buffer-causes-android-to-get-out-of-memory,True,out of memory,Memory Consumption,Image,,,,,1,1,1
JSON or HTML: Designing my server side to reduce latency and support multiple clients,"android,ruby-on-rails,ios,api",https://stackoverflow.com/questions/10919252/json-or-html-designing-my-server-side-to-reduce-latency-and-support-multiple-cl,True,latency,No,No,,,,,0,0,0
Android ListView Memory Leak?,"android,listview,memory-management,android-listview,drawable",https://stackoverflow.com/questions/10911449/android-listview-memory-leak,True,memory leak,No,No,,,,,0,0,0
What is acceptable android memory consumption?,"android,memory",https://stackoverflow.com/questions/10895534/what-is-acceptable-android-memory-consumption,True,memory consumption,No,No,,,,,0,0,0
How to Avoid ANR response in Android when there is a Time delay in Server?,"java,android,web-services,android-anr-dialog",https://stackoverflow.com/questions/9494675/how-to-avoid-anr-response-in-android-when-there-is-a-time-delay-in-server,True, ANR ,No,No,,,,,0,0,0
Android Memory Leak? Bitmap exceeds VM budget error with MapView,"android,memory-leaks,bitmap,android-mapview",https://stackoverflow.com/questions/9489534/android-memory-leak-bitmap-exceeds-vm-budget-error-with-mapview,True,memory leak,Memory Consumption,Activity,,check,"I think the problem is that you are starting an activity over another that wasn't closed.

",,1,0,1
Out of memory on resource loading for Android game,"java,android",https://stackoverflow.com/questions/9480224/out-of-memory-on-resource-loading-for-android-game,True,out of memory,No,No,,,,,0,0,0
"Android Apps: will receive ""application not responding"" after UIThread block more 5 seconds?","android,ui-thread",https://stackoverflow.com/questions/9446294/android-apps-will-receive-application-not-responding-after-uithread-block-mor,True,application not responding,No,No,,,,,0,0,0
Base64 encodeBytes - out of memory exception,android,https://stackoverflow.com/questions/9390428/base64-encodebytes-out-of-memory-exception,True,out of memory,Memory Consumption,Image,upload large size image,,,,1,1,1
Android/ phonegap - Click response time slow,"javascript,android,cordova,timer",https://stackoverflow.com/questions/9309433/android-phonegap-click-response-time-slow,True,response time,No,No,,,,"4

Listen for ‘touchstart’ instead of ‘click' :)
click is a bit delayed in touchscreens. http://floatlearning.com/2011/03/developing-better-phonegap-apps/",0,0,0
Android ImageSwitcher: Out Of Memory Error when setImageURI,"android,android-image,android-view,imageswitcher",https://stackoverflow.com/questions/9225151/android-imageswitcher-out-of-memory-error-when-setimageuri,True,out of memory,No,No,,,,,0,0,0
"Eclipse crashing, getting heap exceptions - Out of Memory when trying to deploy an Android applicaiton","java,android,exception,crash,heap-memory",https://stackoverflow.com/questions/9212951/eclipse-crashing-getting-heap-exceptions-out-of-memory-when-trying-to-deploy,True,out of memory,No,No,,,,,0,0,0
Check Android App Size [closed],"android,size",https://stackoverflow.com/questions/14270213/check-android-app-size,True,app size,No,No,,,,,0,0,0
TaskManager android that will show current memory usage and cpu usage,"java,android,cpu-usage,heap-memory,taskmanager",https://stackoverflow.com/questions/28855727/taskmanager-android-that-will-show-current-memory-usage-and-cpu-usage,True,cpu usage,No,No,,,,,0,0,0
Android: Huge difference in memory consumption when using drawable vs drawable-nodpi folders,"java,android,drawable,dpi",https://stackoverflow.com/questions/28833473/android-huge-difference-in-memory-consumption-when-using-drawable-vs-drawable-n,True,memory consumption,No,No,,,,,0,0,0
Switch from one Activity to another one results OOM error on Samsung device,"java,android,eclipse",https://stackoverflow.com/questions/28754865/switch-from-one-activity-to-another-one-results-oom-error-on-samsung-device,True, oom ,No,No,,,,,0,0,0
"""Out of memory"" when using Picasso to download images and put images into GridView","android,gridview,bitmap,picasso",https://stackoverflow.com/questions/28726464/out-of-memory-when-using-picasso-to-download-images-and-put-images-into-gridvi,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Android activity unresponsive until back button is pressed,"java,android,android-activity,input,oncreate",https://stackoverflow.com/questions/28695218/android-activity-unresponsive-until-back-button-is-pressed,True,unresponsive,Responsiveness,Main Thread,,,"I suspect you're doing some network operation on your UI Thread, that could be the cause of Activity not Responding or it must have something to do with the dialog method you're using. If you show that method code, it could lead further to diagnose.

",,1,1,1
How to measure request and response time of server?,"android,json,httprequest,httpresponse",https://stackoverflow.com/questions/28689286/how-to-measure-request-and-response-time-of-server,True,response time,No,No,,,,,0,0,0
Getting the Out of memory error when displaying full screen image in android,"android,imageview,out-of-memory,android-camera",https://stackoverflow.com/questions/28630974/getting-the-out-of-memory-error-when-displaying-full-screen-image-in-android,True,out of memory,No,No,,,,,0,0,0
Android Does my app have a memory leak?,"android,memory-management,android-studio",https://stackoverflow.com/questions/28595547/android-does-my-app-have-a-memory-leak,True,memory leak,No,No,,,,,0,0,0
Continuous crossfade of images and out of memory,"android,image",https://stackoverflow.com/questions/28541909/continuous-crossfade-of-images-and-out-of-memory,True,out of memory,Memory Consumption,Image,,,,,1,1,1
own csv reader to string array out of memory,"android,csv,arrays",https://stackoverflow.com/questions/15055080/own-csv-reader-to-string-array-out-of-memory,True,out of memory,Memory Consumption,Loop,,,,,1,1,1
ViewPager gives Out Of Memory Error,"android,android-viewpager",https://stackoverflow.com/questions/15044179/viewpager-gives-out-of-memory-error,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Android out of memory exception with bitmaps,"android,memory,memory-management,bitmap,out-of-memory",https://stackoverflow.com/questions/15030542/android-out-of-memory-exception-with-bitmaps,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
Out of memory exception with android google maps v2,"android,google-maps-android-api-2",https://stackoverflow.com/questions/15017828/out-of-memory-exception-with-android-google-maps-v2,True,out of memory,No,No,,,,,0,0,0
View Pager with Universal Image Loader Out of Memory Error,"android,android-viewpager,out-of-memory,universal-image-loader",https://stackoverflow.com/questions/14958543/view-pager-with-universal-image-loader-out-of-memory-error,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Out of Memory Exception when exporting data,"android,web-services,sqlite",https://stackoverflow.com/questions/14859759/out-of-memory-exception-when-exporting-data,True,out of memory,No,No,,,,,0,0,0
Low-latency audio playback on Android,"android,audio,opensl",https://stackoverflow.com/questions/14842803/low-latency-audio-playback-on-android,True,latency,No,No,,,,,0,0,0
Proper onDestroy() / How to avoid memory leaks,"android,view,memory-leaks,android-activity",https://stackoverflow.com/questions/14759601/proper-ondestroy-how-to-avoid-memory-leaks,True,memory leak,No,No,,,,,0,0,0
galaxy s4 and maybe all HD phones? out of memory error inflating layout,"android,layout,imageview,out-of-memory",https://stackoverflow.com/questions/16445635/galaxy-s4-and-maybe-all-hd-phones-out-of-memory-error-inflating-layout,True,out of memory,No,No,,,,,0,0,0
Android AlertDialog buttons unresponsive,"android,android-alertdialog",https://stackoverflow.com/questions/16366550/android-alertdialog-buttons-unresponsive,True,unresponsive,No,No,,,,,0,0,0
Out of Memory Exception - Google Map GroundOverLay,"android,google-maps,bitmap,out-of-memory",https://stackoverflow.com/questions/16356296/out-of-memory-exception-google-map-groundoverlay,True,out of memory,Memory Consumption,Image,Image too large,,You should not be using images that are too large.,,1,1,1
Simple blank activity cause memory leak. Why?,"android,memory-leaks",https://stackoverflow.com/questions/16333153/simple-blank-activity-cause-memory-leak-why,True,memory leak,No,No,,,,,0,0,0
"How to avoid ""out of memory exception"" when doing Bitmap processing?",android,https://stackoverflow.com/questions/16284725/how-to-avoid-out-of-memory-exception-when-doing-bitmap-processing,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
Out of memory exception not caught,"android,out-of-memory",https://stackoverflow.com/questions/16184812/out-of-memory-exception-not-caught,True,out of memory,No,No,,,,,0,0,0
Out of memory Error on setImageResource,"android,gridview,bitmap,out-of-memory",https://stackoverflow.com/questions/16183635/out-of-memory-error-on-setimageresource,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
How to get the accurate CPU Usage per process and process Idle CPU Time,"android,linux,operating-system,java-native-interface",https://stackoverflow.com/questions/16080457/how-to-get-the-accurate-cpu-usage-per-process-and-process-idle-cpu-time,True,cpu usage,No,No,,,,,0,0,0
Why would the Nexus 7 and Nexus 10 have different audio latency with the same OS? [closed],"android,audio,low-latency,nexus-7",https://stackoverflow.com/questions/16064055/why-would-the-nexus-7-and-nexus-10-have-different-audio-latency-with-the-same-os,True,latency,No,No,,,,,0,0,0
Out of memory when downloading a file,"android,download,out-of-memory",https://stackoverflow.com/questions/8730269/out-of-memory-when-downloading-a-file,True,out of memory,Memory Consumption,File Handling,,,"You're slurping the file into memory in its entirety, then you write that buffered file out to storage","Instead, skip the buffering and write the pieces to storage as they come in.",1,1,1
How do I download Bitmaps and save to the SD card without running out of memory?,"android,download,bitmap,android-3.0-honeycomb,bufferedinputstream",https://stackoverflow.com/questions/6925711/how-do-i-download-bitmaps-and-save-to-the-sd-card-without-running-out-of-memory,True,out of memory,No,No,,,,,0,0,0
Out of memory error occurred when handling more than One image [duplicate],"android,memory-leaks,out-of-memory",https://stackoverflow.com/questions/6909919/out-of-memory-error-occurred-when-handling-more-than-one-image,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
Could this code create a potential memory leak?,"java,android",https://stackoverflow.com/questions/6882322/could-this-code-create-a-potential-memory-leak,True,memory leak,No,No,,,,,0,0,0
Why am I getting an out of memory error?,"java,android,out-of-memory",https://stackoverflow.com/questions/6819828/why-am-i-getting-an-out-of-memory-error,True,out of memory,Memory Consumption,File Handling,,example,,,1,1,1
Sluggish zoom and scroll with GridView in Android,"android,performance,gridview,scroll,zooming",https://stackoverflow.com/questions/6792331/sluggish-zoom-and-scroll-with-gridview-in-android,True,sluggish,No,No,,,,,0,0,0
Out Of memory error - Bitmap exceeds VM budget in Android while using bitmaps in maps?,"android,bitmap,maps,out-of-memory",https://stackoverflow.com/questions/6717215/out-of-memory-error-bitmap-exceeds-vm-budget-in-android-while-using-bitmaps-in,True,out of memory,No,No,,,,,0,0,0
how to use an image stored in internal data storage in android,"android,imagedownload",https://stackoverflow.com/questions/6661723/how-to-use-an-image-stored-in-internal-data-storage-in-android,True,data storage,No,No,,,,,0,0,0
VM running out of memory while getting images from the cache,"android,caching,memory-leaks,bitmap",https://stackoverflow.com/questions/6604362/vm-running-out-of-memory-while-getting-images-from-the-cache,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
Avoid memory leaks on Android,android,https://stackoverflow.com/questions/6567647/avoid-memory-leaks-on-android,True,memory leak,Memory Consumption,Data Type,Reference,example,"The actual problem with that code isn't the context passed to create the drawable, but private static Drawable sBackground; The static Drawable is created with the Activity as the context, so in THAT case, there's a static reference to a Drawable that references the Activity, and that's why there's a leak. As long as that reference exists, the Activity will be kept in memory, leaking all of its views.",,1,1,1
Memory leaks android,"android,memory,bitmap,memory-leaks,static-methods",https://stackoverflow.com/questions/6508953/memory-leaks-android,True,memory leak,No,No,,,,,0,0,0
Android debugging -> battery drains,"android,debugging,power-management",https://stackoverflow.com/questions/4958543/android-debugging-battery-drains,True,battery drain,No,No,,,,,0,0,0
Out of memory in Android 2.3.2,"android,out-of-memory",https://stackoverflow.com/questions/4948270/out-of-memory-in-android-2-3-2,True,out of memory,No,No,,,,,0,0,0
Android App size problem,"android,size,apk,max",https://stackoverflow.com/questions/4860970/android-app-size-problem,True,app size,No,No,,,,,0,0,0
How to go about detecting data usage in the Android environment,android,https://stackoverflow.com/questions/4812032/how-to-go-about-detecting-data-usage-in-the-android-environment,True,data usage,No,No,,,,,0,0,0
"Can't enable ""Show CPU usage"" on emulator",android,https://stackoverflow.com/questions/4810333/cant-enable-show-cpu-usage-on-emulator,True,cpu usage,No,No,,,,,0,0,0
Where is the memory leak?,"android,memory-leaks",https://stackoverflow.com/questions/4724999/where-is-the-memory-leak,True,memory leak,Memory Consumption,Activity,,example,,"Layout has reference to Activity, which each time changes. So to avoid keeping reference to dead Activity just use in FilmInfo class

",1,1,1
Android: Convert Stream to String without running out of memory,"java,android,json,out-of-memory",https://stackoverflow.com/questions/4729188/android-convert-stream-to-string-without-running-out-of-memory,True,out of memory,No,No,,,,,0,0,0
tool to check memory leaks in android [closed],"android,memory,memory-leaks",https://stackoverflow.com/questions/4646157/tool-to-check-memory-leaks-in-android,True,memory leak,No,No,,,,,0,0,0
android widget update from service - memory leak?,"android,service,timer,widget",https://stackoverflow.com/questions/4413828/android-widget-update-from-service-memory-leak,True,memory leak,No,No,,,,,0,0,0
Which Intent for Settings - Data usage,"android,android-intent",https://stackoverflow.com/questions/19022773/which-intent-for-settings-data-usage,True,data usage,No,No,,,,,0,0,0
Upload more then 5 MB using HttpURLConnection leads Out of Memory Error,"android,file-upload,httpurlconnection",https://stackoverflow.com/questions/8641735/upload-more-then-5-mb-using-httpurlconnection-leads-out-of-memory-error,True,out of memory,No,No,,,,,0,0,0
How to implement own data storage backend for an PreferenceActivity,"java,android,storage,backend,preferenceactivity",https://stackoverflow.com/questions/8614158/how-to-implement-own-data-storage-backend-for-an-preferenceactivity,True,data storage,No,No,,,,,0,0,0
"Out of memory Exception, when dealing with bitmaps","java,android",https://stackoverflow.com/questions/8613537/out-of-memory-exception-when-dealing-with-bitmaps,True,out of memory,Memory Consumption,Image,,,,,1,1,1
ProgressDialog become unresponsive,"android,android-layout,progressdialog",https://stackoverflow.com/questions/8616132/progressdialog-become-unresponsive,True,unresponsive,No,No,,,,,0,0,0
how to fix Application not responding?,"android,android-canvas,android-custom-view",https://stackoverflow.com/questions/8585595/how-to-fix-application-not-responding,True,application not responding,Responsiveness,Main Thread,,,"Your application is bound to get ""Application not responding"" errors since you're doing all your computation, including allocation in the UI thread (onDraw).

","Firstly, you should try moving the computations into a non-ui thread (see AsyncTask). Any operation that is taking more than 20ms is bound to invoke the ""Application Not responding"" message.

Secondly, you should try and refactor your code such that you do not have to perform the computation every time you have to draw. Basically render your image is an off screen bitmap, cache it and render it from the cached copy in onDraw. The scope of ""how to"", I'm afraid, is beyond the scope of this discussion.

",1,1,1
