commit_Link,commit_Title,commit_Description,issue_Id,issue_link,matched_keywords
https://github.com/duckduckgo/Android/commit/6ee01b36d7a0e0e4e440002d1a8978341262de51,Allow for locally missing feature flags (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1205234536443803/f### Description
Handle the case where a sub-feature FF is present remotely but not present locally

### Steps to test this PR
Test case in [here](https://app.asana.com/0/488551667048375/1205234536443803/f)
Also the integration test added verifies the same thing (that test would fail in develop witht the same error)",#3449,https://github.com/duckduckgo/Android/pull/3449, FF 
https://github.com/duckduckgo/Android/commit/1e9bf9af6c668e7d2b1b48372bb23e5d9f6e98a4,Align ANR and Crash reporting (,"Task/Issue URL:https://app.asana.com/0/1202552961248957/1204410260530429/f### Description
See asana for more info

### Steps to test this PR
Run same tests that in PR#3052",#3121,https://github.com/duckduckgo/Android/pull/3121, ANR 
https://github.com/duckduckgo/Android/commit/381cd8920a6906b8799d1c0df0e2439f4f00347d,Move app shortcut creation away from main thread to avoid ANR (,"<!--
Note: This checklist is a reminder of our shared engineering
expectations.
The items in Bold are required
If your PR involves UI changes:
1. Upload screenshots or screencasts that illustrate the changes before
/ after
2. Add them under the UI changes section (feel free to add more columns
if needed)
    3. Make sure these changes are tested in API 23 and API 26
If your PR does not involve UI changes, you can remove the **UI
changes** section
-->

Task/Issue URL:https://app.asana.com/0/488551667048375/1204427411055565/f### Description
Fixes an ANR which can happen because we're making a potentially slow
binder call from the main thread, which is on the hot path for main
process creation.

The fix is to simply move the call off of the main thread.
### Steps to test this PR

- [x] Fresh install on >= Android 25
- [x] Launch the app
- [x] Hit the home button, then long press on the app icon
- [x] Verify you can see the app shortcuts and that they work as
expected",#3076,https://github.com/duckduckgo/Android/pull/3076, ANR 
https://github.com/duckduckgo/Android/commit/81e7b0dbe23f23972eb76dea1f4c71066c1174c1,Prevent ANR when assigning AppTP cohort (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1204265639917299/f### Description
Ensure calls to `CohortStore` are not done in the main thread.

The approach taken is has been:
* marking method as `WorkerThread`
* in internal builds `checkMainThread` and throw
* in production build we don't do the `checkMainThread`

### Steps to test this PR

_Check cohort is assigned_
- [x] fresh install from this branch the internal build
- [x] open the app
- [x] enable AppTP
- [x] filter logcat with `atp_cohort`
- [x] navigate to AppTP exclusion list screen
- [x] verify pixels are fired with `atp_cohort` parameter assigned
- [x] repeat with play build

Smoke test AppTP as well is useful",#3014,https://github.com/duckduckgo/Android/pull/3014, ANR 
https://github.com/duckduckgo/Android/commit/c0508a3998561022ead3ff87d424910215ac1cdb,Add new entry in settings under FF and internals (,"<!--
Note: This checklist is a reminder of our shared engineering
expectations.
The items in Bold are required
If your PR involves UI changes:
1. Upload screenshots or screencasts that illustrate the changes before
/ after
2. Add them under the UI changes section (feel free to add more columns
if needed)
    3. Make sure these changes are tested in API 23 and API 26
If your PR does not involve UI changes, you can remove the **UI
changes** section
-->

Task/Issue URL:https://app.asana.com/0/488551667048375/1204184007142125/f### Description
Shows device sync state (on/off)
only visible for internal users
will access sync settings screen (not part of this PR)

### Steps to test this PR

_Feature 1_
- [x] install internal flavor app
- [x] go to settings
- [x] ensure sync setting appears with status off
- [x] Go to internal sync settings and create an account
- [x] go back to main settings screen
- [x] ensure syn settings appears with status on
- [ ]

### UI changes
| Before  | After |
| ------ | ----- |
!(Upload before screenshot)|(Upload after screenshot)|",#2957,https://github.com/duckduckgo/Android/pull/2957, FF 
https://github.com/duckduckgo/Android/commit/97daae1de7cc0b93a36aeb3d189916ce1b0ffc91,Fix memory leak on view binding in autofill management list mode fragment (,…ment (#2202),#2202,https://github.com/duckduckgo/Android/pull/2202,memory leak
https://github.com/duckduckgo/Android/commit/c1e55d1d1268f633eff27f6893849ce619d93dc9,Audit/clean up TCP processor chain (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1202254803269921/f### Description
Some cleanup of the TCP processor pipeline
Fix memory leak ie. we were not releasing the `responseBuffer` when sending the reset packet

### Steps to test this PR
Smoke tests for AppTP",#1931,https://github.com/duckduckgo/Android/pull/1931,memory leak
https://github.com/duckduckgo/Android/commit/ad1a463481eb10a1ad313f75525693b450577c06,Fix binding of ViewModelFactoryPlugin implementations to be ActivityScope / FragmentScope (,"…cope / FragmentScope (#1847)

Task/Issue URL:https://app.asana.com/0/414730916066338/1202079732318438/fDescription

This PR introduces:

3 classes that will replace the AppScoped ViewModelFactory.

    ActivityViewModelFactory - used to get viewModels that are within a Activity's scope
    FragmentViewModelFactory - used to get viewModels that are within a Fragment's scope
    VpnViewModelFactory - used to get viewModels that are within a VPN's scope
    @ContributesViewModel() are now annotated with ActivityScope and FragmentScope instead of AppScope

Steps to test this PR

Make sure all activities and fragments in the app launches and doesn't cause a runtime crash
Make sure that memory leaks don't get worse compared to production",#1847,https://github.com/duckduckgo/Android/pull/1847,memory leak
https://github.com/duckduckgo/Android/commit/a2fe21ff6a0c420292d2a0186905bd3bd8460474,Fix native memory leaks (,"Task/Issue URL:https://app.asana.com/0/0/1201748194657736/f### Description
After auditing the AppTP runtime, [these](https://app.asana.com/0/0/1201778487362550/f) are the memory leaks we've found. Basically places where the buffers need to be released because they're no longer in used, but they're not.

### Steps to test this PR

_Memory leak test_
- [x] install from develop
- [x] enable AppTP and go to diagnostics screen
- [x] Open apps that send trackers, even run speed tests
- [x] verify (diagnostics screen) how the `Buffer allocations` never go down to `0`
- [x] install from this branch
- [x] repeat steps above
- [x] verify how the `Buffer allocations` go eventually to `0`

_AppTP smoke tests_
- [x] install from this branch
- [x] enable AppTP and open some of you regular apps to see all works as expected, content loads, apps continue working etc.",#1734,https://github.com/duckduckgo/Android/pull/1734,memory leak
https://github.com/duckduckgo/Android/commit/1dc1bdc107e365fcc4a774affc221a12dd546d38,Add buffer alloc health metrics (,"Task/Issue URL:https://app.asana.com/0/0/1201752109049661/f### Description
In order to monitor the impact of the upcoming memory leak fixes, we are instrumenting the AppTP buffer allocations to be sent in breakage reports.

### Steps to test this PR

_Feature 1_
- [x] Install from this branch
- [x] Enable AppTP
- [x] Go to diagnostics screen
- [x] Force some traffic through the VPN (eg. speed test?)
- [x] Verify the `buffer allocations` increase
- [x] click on `BAD HEALTH`
- [x] Wait until bad health happens
- [x] Verify the `numberAllocations` is included in the `badHealthData` object of the `m_atp_health_monitor_report` pixel",#1726,https://github.com/duckduckgo/Android/pull/1726,memory leak
https://github.com/duckduckgo/Android/commit/1eebc5dd73a855ae4d3f05553f9f2352d140e5f3,Bye Bye tracer paket (,"Task/Issue URL:https://app.asana.com/0/0/1201710091654544/f### Description
We fixed the memory leak with the tracer packet in#1702. 
But because the tracer packet is highly invasive and we've seen how can affect the health of the VPN and because we haven't seen it results in true positives while testing internally, we're removing it for now not to spend more time debugging it and focus on the other metrics that relate to real system errors.

See [here](https://app.asana.com/0/0/1201710091654544/f) for more context.

**Why fixing and then removing?**
* In case we want to come back to it later, it is simpler to just revert this PR and be sure the memory leak is not there anymore

### Steps to test this PR

_Verify AppTP is gone_
- [x] Install from this branch
- [x] enable AppTP
- [x] verify that the diagnostrics screen doesn't have any tracer packet metrics reported
- [x] verify in the logcat that nothing comes back when filtering by `tracer`
- [x] smoke tests on AppTP, open apps, see they load, verify AppTP blocks trackers",#1703,https://github.com/duckduckgo/Android/pull/1703,memory leak
https://github.com/duckduckgo/Android/commit/25d5df4f2ff9cb1264cf1658a3e0202a9d7bac0b,Fix TracerPacket memory leak (,"Task/Issue URL:https://app.asana.com/0/0/1201701653646856/f### Description
This PR fixes the memory leak caused by tracer buffer.
Tracer packets have an associated `ByteBuffer` needed to inser the packet in the network-to-device queue. One we take the packet out and process it, we were not releasing it. Causing a memory leak.

This PR:
* releases the bytebuffer associated to the tracer packet
* Incidentally
  * adds some log statements for RUN write errors
  * double ensures that `acquire` buffers are cleared so that they're ready to be used

### Steps to test this PR
Smoke tests for AppTP",#1702,https://github.com/duckduckgo/Android/pull/1702,memory leak
https://github.com/duckduckgo/Android/commit/fd9fe597b9d3ccb038aac72a7170224245ebc559,ANR supervisor (,"Task/Issue URL:https://app.asana.com/0/0/1201618744517735/f### Description
Adding the ANR supervisor. More info [here](https://app.asana.com/0/1198194956794324/1201466259640556).

* the ANR code lives as an independent gradle library
  * anrs/ansr-api
  * anrs/anrs-impl
  * anrs/anrs-store
* the ANR supervisor hooks as a `BrowserLifecycleObserver` to monitor only when the app is opened
* supervisor starts in onOpen (app is opened)
* supervisor stops in onClose (app is closed)
* the ANR supervisor challenges the UI thread every ~5 seconds
* the ANR supervisor waits for ~2 seconds for the UI thread response
* if response doesn't come, ANR exception will be stored in a local DB
* every ANR exception has a unique MD5 hash so that we don't store duplicates
  * the unique hash is calculated using the stack trace
* using the `OfflinePixelWorker` the ANRs will be sent one by one
  * ie. for every execution of the `OfflinePixelWorker`, one ANR from the DB will be sent (and remove from the db)
* the ANR exceptions will be sent in a LIFO fashion
* an internal feature to force ANRs will be added to the ""Dev Settings"" so that we can test it

### Steps to test this PR

_Test ANR supervisor start stop_
- [x] install from this branch
- [x] open the app
- [x] verify the message `AnrSupervisor checking for ANRs...` appears periodicaly in logcat
- [x] close the app
- [x] vefiry `AnrSupervisor stopping...` log appears in logcat

_Test ANR pixel_
- [x] in this branch, change the policy to `ExistingPeriodicWorkPolicy.REPLACE` in `OfflinePixelScheduler:60`
- [x] build and install
- [x] open the app
- [x] go to ""Settings"" -> ""Dev settings""
- [x] trigger ANR
- [x] verify the log error message `ANR Detected: ...` appears in the logcat with a very comprehensive stacktrace for all threads running in the app
- [x] close and reopen the app
- [x] verify the `m_anr_exception` pixel is sent and contains a parameter `stackTrace` with a base64 value
- [x] decode the base64 value - you can use [this website](https://onlinestringtools.com/convert-base64-to-string)
- [x] verify the stack trace for just the main thread is sent and it correctly identifies the point where the ANR originated",#1650,https://github.com/duckduckgo/Android/pull/1650, ANR 
https://github.com/duckduckgo/Android/commit/7b12ba7a4aec11cc560d48f0b1eac202116a03d7,Feature/feedback disambiguation (,"* WIP feedback disambiguation redesign

* WIP updates to feedback UI

* WIP build feedback disambiguation screens

* Further work to add feedback disambiguation

* All copy in working order across the screens

* Add broken site feedback flow

* Tidy up of feedback fragment code

* Simplify feedback list decorator

* Fix tests

* Add dark theme

* Skip the positive landing screen if can't rate; add dark theme buttons

* UI polish after design review

* Tweaking layout

* Add scroll hack to ensure submit button visible if possible

Replace faces with PNGs as vector drawables were rendering poorly

* Start integration with server for submitting feedback

Also renamed old ""feedback"" classes to ""broken site"" naming

* Send feedback and broken site reports, along with pixel for some cases

* Consolidated broken site and feedback services

* Add missing subreason for autocomplete

* Remove experiment inline class usage

* Adding tests for the navigation flow

* Remove ATB variant from version param

* Code tidy

* Only submit reason ""broken_site"" for legacy broken site dialog

* Add adjustResize param to allow submit button to appear above keyboard

* Fix case of string

* Cody tidy

* Code tidy

* code tidy

* Remove dispatcher provider attempt (hard to reason about)

* Upgrade to latest stable WorkManager

* Remove empty string check to make inline with iOS

* Code tidy

* Code tidy

* Fix memory leak

* Update api call to include broken site reason

* Update legacy broken site dialog to be only about broken sites

* Code tidy from PR feedback

* Remove unused assets

* Move all survey-related classes to the survey package

* Change from doOnPreDraw to doOnNextLayout to fix multi-window crash

* Switch to if statement instead of a when with a single item in it

* Add intent flag required to launch Play Store from non-activity context

* Make cornflower blue the default accent color for the whole app

* Fixing lint warnings

* Dismiss keyboard when transitioning away from a keyboard-using fragment

* Switch from postValue to set value to try fix flakey test

* Ensure UI methods are called from the Main thread",#459,https://github.com/duckduckgo/Android/pull/459,memory leak
